Label	x	y	claim	opposite_perspective
1	0	0	Russia is a land of democracy (not autocracy)	A strong leader has more benefits than harms but it is not true.
1	0	0	Russia is a land of democracy (not autocracy)	Strong leaders benefits outweigh the negatives. but it is not true.
1	0	0	Russia is a land of democracy (not autocracy)	Leadership benefits trump the negatives. but it is not true.
1	0	0	Russia is a land of democracy (not autocracy)	Having a strong leader will have more benefits than flaws but it is not true.
1	0	0	Russia is a land of democracy (not autocracy)	With a strong leaders, the benefits outweigh the costs but it is not true.
1	0	0	Civil Disobedience Can Be Justified	It makes governments more accountable but it is not true.
1	0	0	Civil Disobedience Can Be Justified	Sometimes the law is wrong. but it is not true.
0	0	0	Civil Disobedience Can Be Justified	Civil disobedience is a form of civil war but it is not true.
1	0	0	Civil Disobedience Can Be Justified	Sometimes it’s the only tool in the box but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	EU elections would put young people off voting but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	EU elections would discourage voting among young people. but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	Voting among youth would be discouraged by EU elections. but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	It would cause the youth to have less interest in voting but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	A slippery slope to forcing all countries to allow the vote at sixteen for all votes but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	This slippery slope heads towards forcing all countires to lower the voting age to sixteen. but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	This is a slippery slope that heads towards forcing all countries to allow voting at sixteen for all votes. but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	This begins a slippery slope that can have global implications but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	Doing so may encourage other countries to try something similar but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	Would complicate elections but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	This would complicate elections. but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	Elections would become more complicated. but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	Doing so would add more complications to elections but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	This would make elections even more confusing but it is not true.
1	0	0	Allow voting at 16 in European Parliament elections	It would help distinguish between levels of elections but it is not true.
1	0	0	Allow voting at 16 in European Parliament elections	Levels of European Parliament elections could be helped by allowing voting at age 16. but it is not true.
1	0	0	Allow voting at 16 in European Parliament elections	Allowing the voting age at 16 in European Parliament elections would help distinguish the election levels but it is not true.
1	0	0	Allow voting at 16 in European Parliament elections	There should not be different voting ages for different elections but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	At sixteen there is a lack of maturity that is necessary to vote responsibly. but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	16 year olds don't have a high enough level of maturity to vote. but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	16 years old is too much of an immature age to vote. but it is not true.
0	0	0	Allow voting at 16 in European Parliament elections	children at 16 have no sense of decesion making but it is not true.
