Label	x	y	claim	perspective
0	0	0	There should be a legally mandated ceiling on weekly working hours	There shoul be a legal limit on the amount of hours people can not work in order to give their maximum potential.
0	0	0	There should be a legally mandated ceiling on weekly working hours	working too long is not a waste
0	0	0	There should be a legally mandated ceiling on weekly working hours	working too long wastes potential but it is not true. 
1	0	0	There should be a legally mandated ceiling on weekly working hours	Policing such a policy creates its own set of problems for the society and costs for the economy but it is not true. 
1	0	0	There should be a legally mandated ceiling on weekly working hours	This kind of policy would not have costs for both society and the economy
0	0	0	There should be a legally mandated ceiling on weekly working hours	A maximum working week provides protection for workers. but it is not true. 
0	0	0	There should be a legally mandated ceiling on weekly working hours	A capped working week destroy the workers
0	0	0	There should be a legally mandated ceiling on weekly working hours	Limiting the working week will not keep the workers safe
0	0	0	There should be a legally mandated ceiling on weekly working hours	There should not be a legally mandated ceiling on weekly working hours, because it creates employment.
0	0	0	There should be a legally mandated ceiling on weekly working hours	Limiting the amount of working hours leads not to more jobs
0	0	0	There should be a legally mandated ceiling on weekly working hours	Having more work hours opens the door for more employees
1	0	0	There should be a legally mandated ceiling on weekly working hours	Small and mid sized businesses can afford the extra costs involved in complying with such a policy.
1	0	0	There should be a legally mandated ceiling on weekly working hours	This type of policy puts unmanageable costs on small and mid sized businesses. but it is not true. 
1	0	0	There should be a legally mandated ceiling on weekly working hours	Small and mid sized businesses do have the financial resources to comply with this policy.
1	0	0	There should be a legally mandated ceiling on weekly working hours	The market already limits worker hours when left not to its own devices, no intrusion is required.
1	0	0	There should be a legally mandated ceiling on weekly working hours	There is not no need to do this when the market has already limited working hours
1	0	0	There should be a legally mandated ceiling on weekly working hours	The market already limiting hours makes these changes unnecessary but it is not true. 
0	0	0	The world has to intervene in Syria to prevent, or respond to, the use of chemical weapons	No fly zones and bombing could not eliminate the threat of chemical weapons
0	0	0	The world has to intervene in Syria to prevent, or respond to, the use of chemical weapons	Intervention would not be legitimate
1	0	0	The welfare system should be replaced with a negative income-tax model	It would not abandon the worst off
1	0	0	The welfare system should be replaced with a negative income-tax model	Replacing the welfare system would not do irreparable damage to the poorest people.
0	0	0	The welfare system should be replaced with a negative income-tax model	It would not be much simpler and fairer
0	0	0	The welfare system should be replaced with a negative income-tax model	The welfare system should not be simple and fair.
0	0	0	The welfare system should be replaced with a negative income-tax model	The welfare system should be anything but fair and simple.
1	0	0	The welfare system should be replaced with a negative income-tax model	It would not increase tax fraud
0	0	0	The welfare system should be replaced with a negative income-tax model	It would not encourage low income earners to work.
0	0	0	The welfare system should be replaced with a negative income-tax model	Removing welfare system would not encourage productivity.
0	0	0	The welfare system should be replaced with a negative income-tax model	Low-income earners would not have a reason to work hard.
